date,gdp_growth,cpi,unemployment
2000-01-31,0.02224092481810417,0.0181951691709046,0.0673596380316525
2000-02-29,0.020125924007817948,0.02579664901682124,0.05197910783462648
2000-03-31,0.020976760985488316,0.014594683362000514,0.04348581996385552
2000-04-30,0.012269902161445335,0.02307967803472132,0.04516114165945679
2000-05-31,0.02024510174258943,0.022965506289841918,0.0467965269180568
2000-06-30,0.0249799829124545,0.01845226780343005,0.05424165946401917
2000-07-31,0.034511436077950416,0.02163066511121059,0.055228354880355
2000-08-31,0.02959270826085207,0.013744432118073486,0.04426299996061421
2000-09-30,0.04153182457511556,0.024620135096034505,0.049756454077390176
2000-10-31,0.012326524371119505,0.019075489317785056,0.07142270358611864
2000-11-30,0.02872320636720678,0.0173863848974048,0.06727543170100711
2000-12-31,0.021833420057383517,0.025245046129184448,0.05436323669674033
2001-01-31,0.04189802933217672,0.016478281547286203,0.05038003478168201
2001-02-28,0.011917017146448486,0.012957693518182201,0.051200313267182614
2001-03-31,0.01160278157819224,0.01221685413238048,0.05613517972730417
2001-04-30,0.014006073545559779,0.023030049756728198,0.03977207434801595
2001-05-31,-0.0012389572430980683,0.013597853237518585,0.047426234625766554
2001-06-30,0.01474244978319239,0.02877397090992182,0.03331415926122411
2001-07-31,0.01240867338446302,0.00959035296058139,0.053992231226052796
2001-08-31,0.021503937864762075,0.028482281841450192,0.05647195939702741
2001-09-30,0.023417559757771593,0.021055087336013092,0.045168135377006265
2001-10-31,0.03876170839215887,0.019516434440648038,0.06573986763290032
2001-11-30,0.029504238381860504,0.017275404565955253,0.03774234336997659
2001-12-31,0.01423096344337597,0.021995680571760354,0.0353562511979018
2002-01-31,0.01101585328651642,0.01981182648787576,0.05224451818559972
2002-02-28,0.024919191715065056,0.025516509410082606,0.06047098302612155
2002-03-31,0.006797667929793579,0.020571138243310198,0.0668392769145787
2002-04-30,0.038314587658543536,0.020751508807309388,0.0454111573713106
2002-05-31,0.03179440120721287,0.01818193893893072,0.06078680833431296
2002-06-30,0.015308243478952953,0.01971527188139466,0.04961491530499293
2002-07-31,0.002868654709091225,0.021539008844460295,0.04827372700059181
2002-08-31,0.03353872374165413,0.011449158036716872,0.058836599374866724
2002-09-30,0.018854601547473822,0.013259072889471434,0.0565232287841342
2002-10-31,0.03237816311973462,0.023716320470113576,0.03423607843015751
2002-11-30,0.004055723412056331,0.02085432719063971,0.06476540349725896
2002-12-31,0.014006249770462272,0.019080083318236605,0.06380091354147452
2003-01-31,0.020052436997181834,0.020092169665326967,0.04374437298490471
2003-02-28,0.020469805937647422,0.021737908526808354,0.05395803533437409
2003-03-31,0.015499345285207564,0.017301201598453192,0.05494030186282739
2003-04-30,0.02622849932347499,0.016108476372988435,0.052606737658239075
2003-05-31,0.009323795706174056,0.020979226275488407,0.0444969484615458
2003-06-30,0.018576205149787067,0.01510813611192484,0.04328376632061949
2003-07-31,0.02120295631711899,0.022041263778572358,0.04974445929008555
2003-08-31,0.025144388340587492,0.011487081978810798,0.06172729019259365
2003-09-30,0.0271161487808889,0.02514577818662822,0.05543600154594433
2003-10-31,0.008753579081621308,0.022362987412065216,0.04629385667913894
2003-11-30,0.004658858292643777,0.02128014867156938,0.05771698710648345
2003-12-31,0.03277676821898509,0.02491345491972757,0.021514573793699247
2004-01-31,0.023323140119795915,0.028327372222312883,0.06148765700372104
2004-02-29,0.012515134634434464,0.025071850325090652,0.032602862212219
2004-03-31,0.03551151975522523,0.010795628843341773,0.046375590585968685
2004-04-30,0.021156746342928585,0.013602115166321493,0.03880330105373857
2004-05-31,0.031792971840638264,0.016875907111521607,0.03705318524279094
2004-06-30,0.02067518481410109,0.02013045525105417,0.0616082678737852
2004-07-31,0.04060747924881987,0.022588295102345616,0.045322987986881086
2004-08-31,0.03755340842443204,0.016371280934232672,0.05346503881730716
2004-09-30,0.017510358515209264,0.02093383382238539,0.049530794211208165
2004-10-31,0.029715709509543553,0.016223085338233387,0.054770408272231216
2004-11-30,0.026453759495851475,0.01694241098504026,0.050768218910602556
2004-12-31,0.03368631557532349,0.012966694515758888,0.0371700777581143
2005-01-31,0.010350765394198956,0.015383833769445479,0.0599626681944714
2005-02-28,0.026860514599984394,0.013241576971918332,0.04506243416838688
2005-03-31,0.030584244868495876,0.015120633735113336,0.034434181013402496
2005-04-30,0.002412605135768856,0.0252682089830392,0.04571884839034088
2005-05-31,0.008167414873342249,0.015253005555840285,0.06500759790634311
2005-06-30,-0.00039232177760100545,0.03316191032418696,0.05850221742113493
2005-07-31,0.017305931655554423,0.022466589504404447,0.04651347865592141
2005-08-31,0.027175422557959624,0.02092418061847437,0.04650742295681572
2005-09-30,0.03502357052096028,0.015708211099093934,0.04678364948782618
2005-10-31,0.020740947804197753,0.023501549397044956,0.07076747983560841
2005-11-30,0.03628615545571292,0.017121810868811132,0.05381935452231554
2005-12-31,0.006198985417851086,0.02061004907322681,0.0543004164719107
2006-01-31,0.002966175606448452,0.03280042269134398,0.06030283454031843
2006-02-28,0.01944452301103381,0.01951970050137675,0.052387891590265134
2006-03-31,0.023840654489393074,0.02574636663142838,0.04740957854179297
2006-04-30,0.01967305251905907,0.01648411787437056,0.04803650150915022
2006-05-31,-0.0006744210003987658,0.019825057547515193,0.04928398740585936
2006-06-30,0.019108799604872117,0.028854003178177552,0.04962777763490159
2006-07-31,0.006955304994951467,0.016865164711061163,0.0572762954363698
2006-08-31,0.026696725488300384,0.029062242789984642,0.050519458858073
2006-09-30,0.023665982460968484,0.02353875967727738,0.0573264007721558
2006-10-31,0.010601202136726448,0.01718766612052866,0.04919283419891418
2006-11-30,0.014861330826633065,0.023162038695277606,0.05078635190316091
2006-12-31,0.009407864781110484,0.02486277224813365,0.030017993154678926
2007-01-31,0.01937320902726828,0.023109049811085983,0.05916327674702482
2007-02-28,0.029551423205012382,0.012148876400547718,0.05346488475897993
2007-03-31,0.010142739536644563,0.016364314120875658,0.05998010109859653
2007-04-30,0.025040465155178444,0.018762406822242478,0.02103744621806311
2007-05-31,0.014697423816275593,0.019627832854499767,0.07088374704780728
2007-06-30,0.012071271677376559,0.02310336048775339,0.04860410371844826
2007-07-31,0.018929696400454422,0.02088850500466627,0.06108182816737517
2007-08-31,0.00964757677580626,0.013323278206449494,0.03960094072874469
2007-09-30,0.01446350694652818,0.021900989255029816,0.0561277390506257
2007-10-31,0.008021221074111516,0.023052928726419116,0.03946584436826344
2007-11-30,0.03964725132916389,0.0227989522396552,0.04376231039304195
2007-12-31,0.020352635519717287,0.02540390362777311,0.06914031353866787
2008-01-31,0.013002744920074145,0.024169610772744522,0.04809317599236654
2008-02-29,0.02213979910734222,0.022295900396142182,0.05217432873179723
2008-03-31,0.0188767195030917,0.019649171442706764,0.05870067730688754
2008-04-30,0.01779030400466777,0.011695195332420043,0.054956818879726047
2008-05-31,0.026141667000434254,0.02214809109566293,0.051504189051435764
2008-06-30,0.02757507710047305,0.021038438435815557,0.05364961002466226
2008-07-31,0.014694988523894725,0.021357894185976868,0.07403415585238275
2008-08-31,0.0142418175935532,0.013616257120898454,0.04942381202966415
2008-09-30,0.01724948302848356,0.014594717297958689,0.05201099046714968
2008-10-31,-0.003019211647355847,0.02526576426666452,0.060506543960076126
2008-11-30,0.004848089378014477,0.019802224230716724,0.06105525932957984
2008-12-31,0.03366874267444525,0.023407503486863122,0.0618703030556038
2009-01-31,0.036449677135012834,0.020141591880652305,0.05638730222029185
2009-02-28,0.017509639604436217,0.020148780697478726,0.038569950872695165
2009-03-31,0.025765569630557664,0.02469141902987999,0.06633431532301096
2009-04-30,0.02311250154543536,0.01741977635891313,0.03853654606981312
2009-05-31,0.05078880808455238,0.020480603884704917,0.053026354652390334
2009-06-30,0.03119574911434577,0.017688623556474787,0.042457241499806425
2009-07-31,0.018720824085192336,0.017827518862838423,0.049358616534070074
2009-08-31,0.010444595593995742,0.018454139382656803,0.05328762410303481
2009-09-30,0.003935536797424276,0.021110668858168563,0.05321357215450273
2009-10-31,0.02203463635867223,0.017606256891682614,0.05421920754235285
2009-11-30,0.012436492547156966,0.026278780627867603,0.06613711269058647
